0.000000000000000000e+00,5.358084940549131403e+01,0.000000000000000000e+00
1.247511108951989828e-01,5.358084940549131403e+01,0.000000000000000000e+00
2.495022217903979656e-01,5.358084940549131403e+01,0.000000000000000000e+00
3.742533326855969622e-01,5.358084940549131403e+01,0.000000000000000000e+00
4.990044435807959311e-01,5.358084940549131403e+01,0.000000000000000000e+00
6.237555544759949555e-01,5.358084940549131403e+01,0.000000000000000000e+00
7.485066653711939244e-01,5.358084940549131403e+01,0.000000000000000000e+00
8.732577762663928933e-01,5.358084940549131403e+01,0.000000000000000000e+00
9.980088871615918622e-01,5.358084940549131403e+01,0.000000000000000000e+00
1.122759998056790831e+00,5.358084940549131403e+01,0.000000000000000000e+00
1.247511108951989911e+00,5.358084940549131403e+01,0.000000000000000000e+00
1.372262219847188769e+00,5.358084940549131403e+01,0.000000000000000000e+00
1.497013330742387849e+00,5.358084940549131403e+01,0.000000000000000000e+00
1.621764441637586929e+00,5.358084940549131403e+01,0.000000000000000000e+00
1.746515552532785787e+00,5.358084940549131403e+01,0.000000000000000000e+00
1.871266663427984867e+00,5.358084940549131403e+01,0.000000000000000000e+00
1.996017774323183724e+00,5.358084940549131403e+01,0.000000000000000000e+00
2.120768885218383026e+00,5.358084940549131403e+01,0.000000000000000000e+00
2.245519996113581662e+00,5.358084940549131403e+01,0.000000000000000000e+00
2.370271107008780742e+00,5.358084940549131403e+01,0.000000000000000000e+00
2.495022217903979822e+00,5.358084940549131403e+01,0.000000000000000000e+00
2.619773328799178458e+00,5.358084940549131403e+01,0.000000000000000000e+00
2.744524439694377538e+00,5.358084940549131403e+01,0.000000000000000000e+00
2.869275550589576618e+00,5.358084940549131403e+01,0.000000000000000000e+00
2.994026661484775698e+00,5.358084940549131403e+01,0.000000000000000000e+00
3.118777772379974778e+00,5.358084940549131403e+01,0.000000000000000000e+00
3.243528883275173857e+00,5.358084940549131403e+01,0.000000000000000000e+00
3.368279994170372937e+00,5.358084940549131403e+01,0.000000000000000000e+00
3.493031105065571573e+00,5.358084940549131403e+01,0.000000000000000000e+00
3.617782215960770653e+00,5.358084940549131403e+01,0.000000000000000000e+00
3.742533326855969733e+00,5.358084940549131403e+01,0.000000000000000000e+00
3.867284437751168369e+00,5.358084940549131403e+01,0.000000000000000000e+00
3.992035548646367449e+00,5.358084940549131403e+01,0.000000000000000000e+00
4.116786659541566529e+00,5.358084940549131403e+01,0.000000000000000000e+00
4.241537770436766053e+00,5.358084940549131403e+01,0.000000000000000000e+00
4.366288881331964689e+00,5.358084940549131403e+01,0.000000000000000000e+00
4.491039992227163324e+00,5.358084940549131403e+01,0.000000000000000000e+00
4.615791103122361960e+00,5.358084940549131403e+01,0.000000000000000000e+00
4.740542214017561484e+00,5.358084940549131403e+01,0.000000000000000000e+00
4.865293324912760120e+00,5.358084940549131403e+01,0.000000000000000000e+00
4.990044435807959644e+00,5.358084940549131403e+01,0.000000000000000000e+00
5.114795546703158280e+00,5.358084940549131403e+01,0.000000000000000000e+00
5.239546657598356916e+00,5.358084940549131403e+01,0.000000000000000000e+00
5.364297768493556440e+00,5.358084940549131403e+01,0.000000000000000000e+00
5.489048879388755076e+00,5.358084940549131403e+01,0.000000000000000000e+00
5.613799990283954600e+00,5.358084940549131403e+01,0.000000000000000000e+00
5.738551101179153235e+00,5.358084940549131403e+01,0.000000000000000000e+00
5.863302212074352759e+00,5.358084940549131403e+01,0.000000000000000000e+00
5.988053322969551395e+00,5.358084940549131403e+01,0.000000000000000000e+00
6.112804433864750031e+00,5.358084940549131403e+01,0.000000000000000000e+00
6.237555544759949555e+00,5.358084940549131403e+01,0.000000000000000000e+00
6.362306655655148191e+00,5.358084940549131403e+01,0.000000000000000000e+00
6.487057766550347715e+00,5.358084940549131403e+01,0.000000000000000000e+00
6.611808877445546351e+00,5.358084940549131403e+01,0.000000000000000000e+00
6.736559988340745875e+00,5.358084940549131403e+01,0.000000000000000000e+00
6.861311099235944511e+00,5.358084940549131403e+01,0.000000000000000000e+00
